Arn,Name,Description,Behavior,Severity,Implementation_Type,Implementation_Identifier,CreateTime
arn:aws:controlcatalog:::control/5k4pxd5tsidcp0a3bonn42tei,Checks if CloudFront distribution with Amazon S3 Origin type has origin access identity configured,"Checks if CloudFront distribution with Amazon S3 Origin type has origin access identity configured. The rule is NON_COMPLIANT if the CloudFront distribution is backed by S3 and any origin type is not OAI configured, or the origin is not an S3 bucket.",DETECTIVE,MEDIUM,AWS::Config::ConfigRule,CLOUDFRONT_ORIGIN_ACCESS_IDENTITY_ENABLED,2020-07-08 02:00:00+02:00
arn:aws:controlcatalog:::control/9u5xmn6k6p26wjjt7lcdd7tgj,Checks if the deployment group is configured with automatic deployment rollback and deployment monitoring with alarms attached,Checks if the deployment group is configured with automatic deployment rollback and deployment monitoring with alarms attached. The rule is NON_COMPLIANT if AutoRollbackConfiguration or AlarmConfiguration has not been configured or is not enabled.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,CODEDEPLOY_AUTO_ROLLBACK_MONITOR_ENABLED,2021-12-10 01:00:00+01:00
arn:aws:controlcatalog:::control/5bvombm8zgv9qmenya8tmavdd,Require an Amazon CloudWatch alarm to have actions activated,This control checks whether an Amazon CloudWatch alarm has actions enabled.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/dekrrxbiux86m6jdowdsbamze,Detect whether replication instances for AWS Database Migration Service are public,Detects whether AWS Database Migration Service replication instances are public. The rule is NON_COMPLIANT if the value of the PubliclyAccessible field is set as True.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,DMS_REPLICATION_NOT_PUBLIC,2021-11-30 01:00:00+01:00
arn:aws:controlcatalog:::control/3fniit0abolhdps3wb304jujb,Elasticsearch domains should be configured with at least three dedicated master nodes,This control checks whether Elasticsearch domains are configured with at least three dedicated master nodes. This control fails if dedicatedMasterEnabled is not true.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ES.7,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/9hqjwwzisk8btaa6q33qpo36n,EKS clusters should run on a supported Kubernetes version,This control checks whether an EKS cluster is running on a supported Kubernetes version. The control fails if the EKS cluster is running on an unsupported version.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,EKS.2,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/c6p34qsetj0gaek8fd470cepz,S3 buckets should have lifecycle policies configured,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,S3.13,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/e2saoisw5u8xe40acfetio41w,Disallow configuration changes to AWS Config,Record resource configurations in a consistent manner by ensuring that AWS Config settings don't change.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-04-30 02:00:00+02:00
arn:aws:controlcatalog:::control/1b7u1sjexf2az1idb9syukch4,Checks if Amazon Macie is enabled in your account per region,Checks if Amazon Macie is enabled in your account per region. The rule is NON_COMPLIANT if the 'status' attribute is not set to 'ENABLED'.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,MACIE_STATUS_CHECK,2023-04-07 02:00:00+02:00
arn:aws:controlcatalog:::control/bv0kk64dmkuv1vfbiwbj3vcrw,Require any Amazon SQS queue to have a dead-letter queue configured,This control checks whether an Amazon SQS queue is configured with a dead-letter queue.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/aksh80tizisat4i4ou8qg1hdy,Require an AWS Lambda function or AWS Lambda function URL to be configured for access only to principals within your AWS account,This control requires an AWS Lambda function resource-based policy to grant access only to IAM principals that reside in your AWS account.,PREVENTIVE,HIGH,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/6g3gbim493yofkc9eg6vvnahm,MFA should be enabled for all IAM users that have a console password,This AWS control checks whether AWS Multi-Factor Authentication (MFA) is enabled for all AWS Identity and Access Management (IAM) users that use a console password.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,IAM.5,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/h62b1cmddin9wmd3e4w2864g,Classic Load Balancers with SSL/HTTPS listeners should use a certificate provided by AWS Certificate Manager,This control checks whether a Classic Load Balancer uses HTTPS/SSL certificates provided by AWS Certificate Manager. The control fails if a Classic Load Balancer that is configured with an HTTPS/SSL listener does not use a certificate provided by AWS Certificate Manager.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ELB.2,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/2cs87xtvtz0zzzzu6u3an319l,Require any Amazon CloudFront distributions with Amazon S3 backed origins to have origin access control configured,This control checks whether your Amazon CloudFront distributions backed by Amazon S3 are configured to use an origin access control.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/503uicglhjkokaajywfpt6ros,Detect whether encryption is enabled for Amazon EBS volumes attached to Amazon EC2 instances,Detect if the EBS volumes that are attached to an Amazon EC2 instance are encrypted.,DETECTIVE,HIGH,AWS::Config::ConfigRule,ENCRYPTED_VOLUMES,2018-11-15 01:00:00+01:00
arn:aws:controlcatalog:::control/3ljdl1ch0ivyofn3z1ai9hcki,Checks if security groups associated with an Amazon Redshift cluster have inbound rules that allow unrestricted incoming traffic,Checks if security groups associated with an Amazon Redshift cluster have inbound rules that allow unrestricted incoming traffic. The rule is NON_COMPLIANT if there are inbound rules that allow unrestricted incoming traffic to the Redshift cluster port.,DETECTIVE,HIGH,AWS::Config::ConfigRule,REDSHIFT_UNRESTRICTED_PORT_ACCESS,2023-10-24 02:00:00+02:00
arn:aws:controlcatalog:::control/dpj7wsjmmm2xnxkh1d273lyqh,Require Amazon ECS services not to assign public IP addresses automatically,This control checks whether your Amazon ECS services are configured to assign public IP addresses automatically.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/7302wc3xwgneagxgp743m36h3,Require an AWS Database Migration Service (DMS) Endpoint to encrypt connections for source and target endpoints,This control checks whether an AWS Database Migration Service (DMS) Endpoint is configured to encrypt connections for source and target endpoints by using Secure Sockets Layer (SSL).,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/10au7g2tdfmykh2cunfbpbam1,EC2 instances should use Instance Metadata Service Version 2 (IMDSv2),This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,EC2.8,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/1movyhy1wowgtt02wiv4io8yk,Network Firewall policies should have at least one rule group associated,This control checks whether a Network Firewall policy has any stateful or stateless rule groups associated. This control fails if stateless or stateful rule groups are not assigned.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,NetworkFirewall.3,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/5peokgbch88xuq80eefye6rq4,Neptune DB clusters should have deletion protection enabled,This control checks whether a Neptune DB cluster has deletion protection enabled. The control fails if a Neptune DB cluster doesn't have deletion protection enabled.,DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,Neptune.4,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/duu49sdsq55fqtt1wwilhp1em,Require an Amazon RDS event notification subscription to have critical database instance events configured,"This control checks whether your Amazon RDS event subscriptions for RDS instances are configured to notify on event categories of 'maintenance', 'failure', and 'configuration change'.",PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/4omjmqewmrxe3m827ttnlkft0,Disallow access to the EC2 serial console for all EC2 instances,This control prevents access to the EC2 serial console of all EC2 instances for your account.,PREVENTIVE,MEDIUM,AWS::Organizations::Policy::DECLARATIVE_POLICY_EC2,,2024-12-01 01:00:00+01:00
arn:aws:controlcatalog:::control/bldrbdi7z89soc6a4jmwahe13,Require an Amazon S3 bucket to have server access logging configured,This control checks whether server access logging is enabled for your Amazon S3 bucket.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/b7p5zuz380l9pblepsai1u6an,Require an Amazon S3 bucket to have server-side encryption configured using an AWS KMS key,This control checks whether default server-side encryption is enabled on an Amazon S3 bucket using AWS KMS.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/e8m8q8hlntzfkjhhf99yk84jl,Disallow changes to AWS IAM roles set up by AWS Control Tower and AWS CloudFormation,Prevent changes to AWS IAM roles set up for your accounts by AWS Control Tower and AWS CloudFormation.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2020-09-09 02:00:00+02:00
arn:aws:controlcatalog:::control/9nzsnbhzlhlb99v65evfcqyww,Require an Amazon ElastiCache (Redis OSS) replication group to have automatic failover activated,This control checks whether an Amazon ElastiCache (Redis OSS) replication group has automatic failover enabled.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/4nsca5yf5oz41tr6r6bs5mmte,Disallow changes to Amazon SNS subscriptions set up by AWS Control Tower,Prevent changes to Amazon SNS subscriptions set up by AWS Control Tower to trigger notifications for AWS Config Rule compliance changes.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-04-24 02:00:00+02:00
arn:aws:controlcatalog:::control/et4s7vhndbi99xncfu67jc035,RDS automatic minor version upgrades should be enabled,This control checks if automatic minor version upgrades are enabled for the Amazon RDS database instance.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,RDS.13,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/eqy4pbwtj21ji8uqbkyg33qp8,Require any Amazon SQS queue to have encryption at rest configured,This control checks whether an Amazon SQS queue is encrypted at rest.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/dp4qhn0f8mgc3k927y9aat72m,Require an Amazon OpenSearch Service domain to use fine-grained access control,This control checks whether Amazon OpenSearch Service domains have fine-grained access control enabled.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/cddslu04kkigkbldaw5gw91pz,Checks if Lambda Protection is enabled for an Amazon GuardDuty detector in your account,Checks if Lambda Protection is enabled for an Amazon GuardDuty detector in your account. The rule is NON_COMPLIANT if the Lambda Protection feature in Amazon GuardDuty is not enabled for your account.,DETECTIVE,HIGH,AWS::Config::ConfigRule,GUARDDUTY_LAMBDA_PROTECTION_ENABLED,2024-03-11 01:00:00+01:00
arn:aws:controlcatalog:::control/3ve8sh8swao71ne555flmcqrw,Checks if Amazon Simple Storage Service (Amazon S3) buckets are in a logically air-gapped vault,Checks if Amazon Simple Storage Service (Amazon S3) buckets are in a logically air-gapped vault. The rule is NON_COMPLIANT if an Amazon S3 bucket is not in a logically air-gapped vault within the specified time period.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,S3_RESOURCES_IN_LOGICALLY_AIR_GAPPED_VAULT,2024-07-30 02:00:00+02:00
arn:aws:controlcatalog:::control/583f93frurad97zbjmoeoijwp,Require that an Amazon Elastic MapReduce (EMR) security configuration is configured with EBS volume local disk encryption using an AWS KMS key,"This control checks whether Amazon EMR security configurations are configured with local disk encryption enabled, using EBS volume encryption and AWS KMS.",PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/dkpf1f6xw11dvtzzhrt1aa1cs,Checks if a Lambda function is configured with a dead-letter queue,Checks if a Lambda function is configured with a dead-letter queue. The rule is NON_COMPLIANT if the Lambda function is not configured with a dead-letter queue.,DETECTIVE,LOW,AWS::Config::ConfigRule,LAMBDA_DLQ_CHECK,2019-05-20 02:00:00+02:00
arn:aws:controlcatalog:::control/acauoj4kp0ksvufhr5lnaeolk,Checks if Amazon EKS clusters are configured to have Kubernetes secrets encrypted using AWS KMS,Checks if Amazon EKS clusters are configured to have Kubernetes secrets encrypted using AWS KMS. The rule is NON_COMPLIANT if an EKS cluster does not have an encryptionConfig resource or if encryptionConfig does not name secrets as a resource.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EKS_CLUSTER_SECRETS_ENCRYPTED,2024-01-03 01:00:00+01:00
arn:aws:controlcatalog:::control/8ui9y3oace2513xarz8aqojl7,Disallow creation of access keys for the root user,"Secure your AWS accounts by disallowing creation of access keys for the root user, which will allow unrestricted access to all resources in the account. We recommend that you instead create access keys for an AWS Identity and Access Management (IAM) user for everyday interaction with your AWS account.",PREVENTIVE,HIGH,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-07-30 02:00:00+02:00
arn:aws:controlcatalog:::control/dmvclaluiuvtsmivvw5t7an1x,Disallow Changes to Bucket Policy for AWS Control Tower Created S3 Buckets in Log Archive,Protect the integrity of your log archive by ensuring that no bucket policy changes occur to the S3 buckets created by AWS Control Tower.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2021-04-07 02:00:00+02:00
arn:aws:controlcatalog:::control/8v0mhkjltu0kv36ztf3ntjyxi,Checks if AWS Database Migration Service (AWS DMS) endpoints for MongoDb data stores are enabled for password-based authentication and access control,Checks if AWS Database Migration Service (AWS DMS) endpoints for MongoDb data stores are enabled for password-based authentication and access control. The rule is NON_COMPLIANT if password-based authentication and access control is not enabled.,DETECTIVE,HIGH,AWS::Config::ConfigRule,DMS_MONGO_DB_AUTHENTICATION_ENABLED,2024-01-03 01:00:00+01:00
arn:aws:controlcatalog:::control/1ftrgwdr2fg9yf34a55alo5oo,Require an Amazon OpenSearch Service domain to encrypt data at rest,This control checks whether Amazon OpenSearch Service domains have encryption-at-rest enabled.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/bwn0jfukdfn6gckd8dgf1se78,Require an Amazon CloudFront distribution to have encryption in transit configured,"This control checks whether your Amazon CloudFront distributions use HTTPS, either directly or through a redirection.",PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
